,precision,recall,f1-score,support
0,0.9975429975429976,0.9759615384615384,0.9866342648845686,416.0
1,0.9921875,0.9769230769230769,0.9844961240310077,130.0
2,1.0,0.9137931034482759,0.9549549549549551,58.0
3,0.9683544303797469,0.9839228295819936,0.9760765550239234,311.0
4,1.0,1.0,1.0,6.0
5,0.95,0.9851851851851852,0.9672727272727272,135.0
6,1.0,0.972972972972973,0.9863013698630138,37.0
7,0.97165991902834,0.9836065573770492,0.9775967413441955,244.0
8,0.9489795918367347,0.9893617021276596,0.96875,94.0
9,0.9333333333333333,0.9333333333333333,0.9333333333333333,45.0
micro avg,0.9769647696476965,0.9769647696476965,0.9769647696476965,1476.0
macro avg,0.9762057772121153,0.9715060299411086,0.9735416070707725,1476.0
weighted avg,0.9774116474942792,0.9769647696476965,0.9769936450342631,1476.0
samples avg,0.9769647696476965,0.9769647696476965,0.9769647696476965,1476.0
